Transaction_ID,Date,Amount,Merchant,Card_Number,Transaction_Type
5290,2023-07-03 22:05:14,70.83,Target,9241,Not Fraudulent
5291,2023-10-06 16:43:26,82.19,Starbucks,4541,Not Fraudulent
5292,2023-11-30 20:02:26,135.08,Gas Station,9653,Not Fraudulent
5293,2023-06-23 02:05:46,75.06,Amazon,9940,Not Fraudulent
5294,2023-07-14 17:29:30,15.19,Starbucks,4663,Not Fraudulent
5295,2023-10-10 09:21:14,68.71,Target,5581,Not Fraudulent
5296,2023-12-11 20:38:06,73.22,Best Buy,9672,Not Fraudulent
5297,2023-03-07 06:22:12,91.91,Starbucks,3344,Not Fraudulent
5298,2023-07-29 15:49:32,38.66,Target,2918,Not Fraudulent
5299,2023-02-09 13:30:39,84.47,Walmart,4924,Not Fraudulent
5300,2023-02-23 16:05:11,56.16,Target,7191,Not Fraudulent
5301,2023-11-29 01:31:58,138.98,Target,5680,Not Fraudulent
5302,2023-05-25 16:03:26,90.32,Starbucks,6660,Not Fraudulent
5303,2023-10-11 10:52:12,127.38,Best Buy,9856,Not Fraudulent
5304,2023-11-26 23:25:08,113.84,Best Buy,7819,Not Fraudulent
5305,2023-06-13 22:34:26,35.77,Walmart,2203,Not Fraudulent
5306,2023-07-18 15:01:15,97.88,Best Buy,1882,Not Fraudulent
5307,2023-02-20 11:42:05,183.49,Gas Station,1379,Not Fraudulent
5308,2023-02-01 08:36:57,19.46,Target,8777,Not Fraudulent
5309,2023-09-01 07:39:43,147.39,Starbucks,7658,Not Fraudulent
5310,2023-07-16 17:19:38,104.93,Best Buy,5423,Not Fraudulent
5311,2023-01-14 15:06:36,24.47,Best Buy,3290,Not Fraudulent
5312,2023-10-11 16:00:35,128.67,Walmart,5476,Not Fraudulent
5313,2023-12-08 11:44:00,150.17,Walmart,7090,Not Fraudulent
5314,2023-08-03 18:44:04,96.95,Best Buy,6259,Not Fraudulent
5315,2023-04-07 08:35:52,115.36,Walmart,8993,Not Fraudulent
5316,2023-02-06 14:33:47,191.12,Walmart,4418,Not Fraudulent
5317,2023-10-11 04:25:56,69.73,Walmart,1310,Not Fraudulent
5318,2023-11-04 06:24:04,191.4,Target,5249,Not Fraudulent
5319,2023-05-27 20:31:15,182.09,Amazon,5933,Not Fraudulent
5320,2023-12-15 02:43:30,33.74,Amazon,3917,Not Fraudulent
5321,2023-05-25 09:05:40,106.18,Best Buy,9576,Not Fraudulent
5322,2023-07-25 07:10:50,103.35,Starbucks,3942,Not Fraudulent
5323,2023-12-22 07:33:30,164.67,Best Buy,8490,Not Fraudulent
5324,2023-05-06 21:16:15,158.45,Amazon,9756,Not Fraudulent
5325,2023-08-07 03:21:42,175.51,Gas Station,7015,Not Fraudulent
5326,2023-09-29 08:48:01,19.03,Target,4576,Not Fraudulent
5327,2023-08-11 02:08:54,168.86,Amazon,7917,Not Fraudulent
5328,2023-08-01 06:47:12,128.4,Gas Station,6628,Not Fraudulent
5329,2023-06-02 09:20:50,8.07,Target,7568,Not Fraudulent
5330,2023-12-19 22:39:02,165.65,Starbucks,4310,Not Fraudulent
5331,2023-04-30 02:47:30,44.65,Walmart,5961,Not Fraudulent
5332,2023-04-05 01:14:14,138.65,Walmart,4882,Not Fraudulent
5333,2023-08-08 19:23:20,70.7,Walmart,4986,Not Fraudulent
5334,2023-09-27 07:28:13,89.71,Amazon,5606,Not Fraudulent
5335,2023-02-05 13:16:16,122.18,Gas Station,7542,Not Fraudulent
5336,2023-03-01 05:16:00,89.52,Target,7899,Not Fraudulent
5337,2023-08-23 22:32:53,27.39,Gas Station,4066,Not Fraudulent
5338,2023-06-07 07:43:57,115.29,Starbucks,2863,Not Fraudulent
5339,2023-11-27 00:51:16,42.37,Amazon,7260,Not Fraudulent
5340,2023-10-29 21:48:21,127.22,Amazon,7662,Not Fraudulent
5341,2023-05-22 11:59:15,37.39,Amazon,6879,Not Fraudulent
5342,2023-10-13 12:26:57,106.97,Walmart,6952,Not Fraudulent
5343,2023-04-21 03:34:12,118.21,Target,2287,Not Fraudulent
5344,2023-05-18 01:17:15,200.69,Best Buy,5205,Not Fraudulent
5345,2023-07-16 06:43:15,3.12,Gas Station,5139,Not Fraudulent
5346,2023-05-26 02:42:30,115.81,Amazon,3386,Not Fraudulent
5347,2023-01-09 03:24:45,36.98,Best Buy,1179,Not Fraudulent
5348,2023-01-04 02:21:08,123.93,Walmart,3595,Not Fraudulent
5349,2023-01-01 11:32:48,94.39,Best Buy,9395,Not Fraudulent
5350,2023-02-25 14:00:12,138.46,Amazon,6613,Not Fraudulent
5351,2023-04-11 02:54:22,170.81,Walmart,6129,Not Fraudulent
5352,2023-10-15 14:40:15,83.13,Starbucks,3643,Not Fraudulent
5353,2023-09-22 15:57:34,99.33,Gas Station,2679,Not Fraudulent
5354,2023-09-27 01:14:42,145.21,Gas Station,8275,Not Fraudulent
5355,2023-03-23 08:34:34,73.54,Target,3548,Not Fraudulent
5356,2023-09-11 09:34:35,120.16,Starbucks,8561,Not Fraudulent
5357,2023-12-17 18:41:15,141.94,Starbucks,5166,Not Fraudulent
5358,2023-02-23 03:34:01,46.19,Gas Station,8054,Not Fraudulent
5359,2023-03-14 07:39:01,23.75,Walmart,5859,Not Fraudulent
5360,2023-02-14 23:37:58,108.79,Target,7929,Not Fraudulent
5361,2023-11-18 17:35:16,143.84,Walmart,4369,Not Fraudulent
5362,2023-07-10 02:57:20,24.75,Amazon,6706,Not Fraudulent
5363,2023-10-13 07:28:42,124.55,Starbucks,1437,Not Fraudulent
5364,2023-07-07 22:18:50,81.73,Target,4351,Not Fraudulent
5365,2023-09-16 21:33:49,91.42,Best Buy,2709,Not Fraudulent
5366,2023-02-18 20:32:12,151.58,Amazon,5336,Not Fraudulent
5367,2023-04-18 00:00:29,107.03,Amazon,3819,Not Fraudulent
5368,2023-04-12 06:21:44,57.25,Amazon,7161,Not Fraudulent
5369,2023-11-14 10:12:01,99.39,Starbucks,7654,Not Fraudulent
5370,2023-02-23 22:11:22,88.32,Gas Station,9238,Not Fraudulent
5371,2023-12-05 17:39:04,85.94,Target,3847,Not Fraudulent
5372,2023-01-16 20:32:19,158.97,Amazon,1442,Not Fraudulent
5373,2023-03-08 20:56:45,67.27,Starbucks,8886,Not Fraudulent
5374,2023-12-23 07:42:08,60.34,Target,4429,Not Fraudulent
5375,2023-09-12 23:21:45,112.52,Best Buy,4515,Not Fraudulent
5376,2023-05-17 10:19:50,131.95,Best Buy,2360,Not Fraudulent
5377,2023-11-12 19:51:38,93.31,Best Buy,7151,Not Fraudulent
5378,2023-10-18 02:34:51,38.42,Target,4649,Not Fraudulent
5379,2023-05-06 15:22:36,105.44,Target,8327,Not Fraudulent
5380,2023-03-19 17:07:06,221.21,Best Buy,5611,Not Fraudulent
5381,2023-09-03 18:05:07,128.32,Walmart,5507,Not Fraudulent
5382,2023-02-06 22:09:38,16.89,Starbucks,4963,Not Fraudulent
5383,2023-07-14 19:57:37,52.42,Amazon,9242,Not Fraudulent
5384,2023-11-05 01:25:49,104.68,Best Buy,9936,Not Fraudulent
5385,2023-07-12 05:37:10,127.09,Walmart,3216,Not Fraudulent
5386,2023-02-26 03:52:27,65.22,Gas Station,6980,Not Fraudulent
5387,2023-09-03 13:22:19,208.21,Best Buy,8721,Not Fraudulent
5388,2023-04-08 14:24:36,126.89,Target,1635,Not Fraudulent
5389,2023-05-05 15:00:40,116.63,Gas Station,4581,Not Fraudulent
5390,2023-03-15 14:26:24,162.85,Target,5497,Not Fraudulent
5391,2023-09-04 12:41:33,112.28,Starbucks,7746,Not Fraudulent
5392,2023-02-14 22:46:18,1.73,Target,8086,Not Fraudulent
5393,2023-08-28 20:17:07,80.29,Gas Station,7305,Not Fraudulent
5394,2023-09-18 13:10:20,68.04,Starbucks,5568,Not Fraudulent
5395,2023-09-26 02:54:15,83.13,Walmart,7424,Not Fraudulent
5396,2023-04-05 08:32:37,105.7,Best Buy,8563,Not Fraudulent
5397,2023-05-17 22:40:31,134.63,Starbucks,9284,Not Fraudulent
5398,2023-11-07 09:34:39,61.31,Gas Station,8998,Not Fraudulent
5399,2023-06-05 02:36:32,61.74,Amazon,9057,Not Fraudulent
5400,2023-10-26 19:44:42,96.12,Starbucks,8107,Not Fraudulent
5401,2023-02-10 01:22:45,128.78,Amazon,8335,Not Fraudulent
5402,2023-04-17 17:40:01,127.55,Gas Station,6461,Not Fraudulent
5403,2023-10-28 20:39:03,130.01,Target,7500,Not Fraudulent
5404,2023-12-27 15:10:01,155.48,Best Buy,7151,Not Fraudulent
5405,2023-05-31 15:07:23,81.95,Target,9171,Not Fraudulent
5406,2023-08-05 10:39:10,156.01,Walmart,4831,Not Fraudulent
5407,2023-05-19 14:42:28,116.73,Amazon,2447,Not Fraudulent
5408,2023-01-13 10:10:23,107.89,Best Buy,5922,Not Fraudulent
5409,2023-09-05 16:30:42,190.07,Starbucks,6673,Not Fraudulent
5410,2023-05-09 22:32:35,84.06,Walmart,4372,Not Fraudulent
5411,2023-03-31 22:22:32,61.69,Gas Station,5088,Not Fraudulent
5412,2023-06-03 01:05:28,173.26,Starbucks,8292,Not Fraudulent
5413,2023-01-14 02:33:07,97.76,Starbucks,2792,Not Fraudulent
5414,2023-10-22 01:46:23,155.26,Walmart,4133,Not Fraudulent
5415,2023-06-13 13:12:52,119.92,Walmart,2720,Not Fraudulent
5416,2023-07-28 14:00:27,12.38,Target,6846,Not Fraudulent
5417,2023-04-15 22:10:42,114.05,Gas Station,3218,Not Fraudulent
5418,2023-10-30 06:59:03,131.23,Target,8096,Not Fraudulent
5419,2023-11-07 14:10:33,96.37,Amazon,4689,Not Fraudulent
5420,2023-03-03 20:15:33,131.17,Best Buy,3224,Not Fraudulent
5421,2023-12-24 04:59:35,159.61,Best Buy,5243,Not Fraudulent
5422,2023-04-12 17:23:22,173.58,Walmart,9200,Not Fraudulent
5423,2023-01-19 03:02:27,139.6,Amazon,5386,Not Fraudulent
5424,2023-10-17 03:26:05,57.76,Gas Station,1868,Not Fraudulent
5425,2023-04-14 23:05:21,106.21,Walmart,5824,Not Fraudulent
5426,2023-10-08 15:52:24,64.3,Starbucks,5059,Not Fraudulent
5427,2023-01-31 21:34:36,76.98,Walmart,9366,Not Fraudulent
5428,2023-05-11 01:44:23,76.22,Best Buy,4408,Not Fraudulent
5429,2023-09-09 20:59:37,97.33,Gas Station,9931,Not Fraudulent
5430,2023-06-11 18:09:17,111.09,Gas Station,1938,Not Fraudulent
5431,2023-01-04 00:33:32,204.19,Walmart,7956,Not Fraudulent
5432,2023-10-28 10:05:41,112.38,Best Buy,8376,Not Fraudulent
5433,2023-09-21 10:26:44,189.14,Amazon,4797,Not Fraudulent
5434,2023-04-14 13:31:10,99.33,Gas Station,6376,Not Fraudulent
5435,2023-03-30 01:16:46,138.4,Best Buy,1726,Not Fraudulent
5436,2023-09-12 15:06:29,82.23,Walmart,1495,Not Fraudulent
5437,2023-12-28 23:39:08,101.81,Walmart,3120,Not Fraudulent
5438,2023-11-15 01:53:52,64.17,Starbucks,7441,Not Fraudulent
5439,2023-12-01 06:50:53,134.64,Starbucks,3085,Not Fraudulent
5440,2023-10-30 13:11:34,61.04,Amazon,8579,Not Fraudulent
5441,2023-10-03 05:11:44,85.13,Best Buy,3998,Not Fraudulent
5442,2023-03-11 14:26:55,111.02,Amazon,2208,Not Fraudulent
5443,2023-04-09 09:47:59,121.75,Starbucks,1047,Not Fraudulent
5444,2023-05-24 10:06:26,126.25,Starbucks,6644,Not Fraudulent
5445,2023-12-26 20:54:56,76.31,Amazon,3209,Not Fraudulent
5446,2023-11-16 11:19:40,32.03,Walmart,6336,Not Fraudulent
5447,2023-07-23 10:01:25,-13.0,Starbucks,6463,Not Fraudulent
5448,2023-09-04 04:38:27,55.33,Best Buy,4361,Not Fraudulent
5449,2023-02-14 01:00:49,67.16,Target,5351,Not Fraudulent
5450,2023-03-08 09:23:39,65.35,Target,1572,Not Fraudulent
5451,2023-07-13 04:19:03,57.92,Starbucks,6178,Not Fraudulent
5452,2023-03-19 09:07:09,123.03,Starbucks,9849,Not Fraudulent
5453,2023-12-05 12:18:29,86.25,Best Buy,9637,Not Fraudulent
5454,2023-08-09 04:04:14,93.14,Amazon,6895,Not Fraudulent
5455,2023-08-25 23:33:18,60.69,Gas Station,6063,Not Fraudulent
5456,2023-08-19 09:57:14,181.59,Starbucks,4343,Not Fraudulent
5457,2023-01-29 17:16:12,86.2,Amazon,3325,Not Fraudulent
5458,2023-06-08 10:56:27,-17.56,Amazon,4357,Not Fraudulent
5459,2023-04-21 17:51:05,61.14,Walmart,8471,Not Fraudulent
5460,2023-11-12 22:32:35,33.58,Starbucks,6798,Not Fraudulent
5461,2023-09-27 10:28:48,29.94,Target,7211,Not Fraudulent
5462,2023-09-21 10:56:03,123.13,Amazon,9184,Not Fraudulent
5463,2023-01-17 13:21:09,219.08,Walmart,5219,Not Fraudulent
5464,2023-04-11 05:15:07,39.55,Starbucks,5606,Not Fraudulent
5465,2023-01-03 00:22:16,79.06,Starbucks,4639,Not Fraudulent
5466,2023-01-12 16:01:54,60.73,Gas Station,6942,Not Fraudulent
5467,2023-11-07 05:37:26,-8.23,Best Buy,9923,Not Fraudulent
5468,2023-08-24 15:40:12,157.23,Starbucks,7901,Not Fraudulent
5469,2023-03-03 15:02:41,276.89,Amazon,9491,Fraudulent
5470,2023-05-08 22:12:41,1207.98,Gas Station,9572,Fraudulent
5471,2023-03-08 19:00:12,165.97,Starbucks,7012,Not Fraudulent
5472,2023-12-12 13:52:20,93.98,Target,6580,Not Fraudulent
5473,2023-06-07 02:33:52,47.28,Target,3852,Not Fraudulent
5474,2023-04-01 22:56:41,-37.95,Starbucks,5476,Not Fraudulent
5475,2023-08-15 10:24:56,132.99,Gas Station,1878,Not Fraudulent
5476,2023-08-02 01:37:58,207.17,Gas Station,3455,Not Fraudulent
5477,2023-11-14 20:29:14,77.46,Target,3202,Not Fraudulent
5478,2023-03-18 20:49:50,123.26,Target,7920,Not Fraudulent
5479,2023-12-22 06:49:55,80.61,Gas Station,8264,Not Fraudulent
5480,2023-01-13 06:17:26,69.66,Target,7592,Not Fraudulent
5481,2023-09-07 16:37:51,176.83,Starbucks,6492,Not Fraudulent
5482,2023-07-30 22:03:00,1066.28,Target,5381,Fraudulent
5483,2023-10-20 11:14:44,100.68,Best Buy,9040,Not Fraudulent
5484,2023-11-30 02:02:59,106.43,Starbucks,4210,Not Fraudulent
5485,2023-12-12 23:22:58,106.19,Walmart,7960,Not Fraudulent
5486,2023-03-15 14:01:00,19.37,Gas Station,4122,Not Fraudulent
5487,2023-06-26 06:29:04,91.5,Best Buy,3897,Not Fraudulent
5488,2023-12-07 02:28:12,185.94,Amazon,5021,Not Fraudulent
5489,2023-08-01 07:59:24,139.76,Target,7608,Not Fraudulent
5490,2023-09-13 15:05:54,71.89,Target,2861,Not Fraudulent
5491,2023-06-24 14:56:25,109.7,Gas Station,2273,Not Fraudulent
5492,2023-08-19 08:34:26,163.02,Best Buy,6798,Not Fraudulent
5493,2023-08-29 10:13:35,116.63,Amazon,6241,Not Fraudulent
5494,2023-05-11 00:07:55,224.8,Gas Station,9120,Not Fraudulent
5495,2023-11-16 05:15:21,116.74,Gas Station,3999,Not Fraudulent
5496,2023-05-15 14:58:49,112.2,Gas Station,6217,Not Fraudulent
5497,2023-05-22 20:04:29,45.93,Gas Station,6919,Not Fraudulent
5498,2023-02-15 10:48:43,16.44,Walmart,6179,Not Fraudulent
5499,2023-10-27 13:48:38,151.47,Walmart,1690,Not Fraudulent
5500,2023-11-04 13:48:40,80.22,Gas Station,4176,Not Fraudulent
5501,2023-01-07 11:38:37,61.76,Best Buy,1358,Not Fraudulent
5502,2023-06-12 15:24:36,128.2,Starbucks,4748,Not Fraudulent
5503,2023-05-22 05:47:21,69.3,Gas Station,2853,Not Fraudulent
5504,2023-03-14 06:02:44,135.28,Best Buy,7255,Not Fraudulent
5505,2023-07-06 08:56:20,112.05,Target,6258,Not Fraudulent
5506,2023-12-04 15:41:37,68.74,Starbucks,9054,Not Fraudulent
5507,2023-12-16 22:24:35,112.88,Target,4078,Not Fraudulent
5508,2023-03-30 13:33:12,26.18,Starbucks,3674,Not Fraudulent
5509,2023-10-08 12:56:29,121.98,Walmart,9118,Not Fraudulent
5510,2023-09-22 08:42:30,74.33,Amazon,1568,Not Fraudulent
5511,2023-10-12 23:33:05,98.15,Walmart,2063,Not Fraudulent
5512,2023-12-01 19:37:32,161.7,Gas Station,2708,Not Fraudulent
5513,2023-09-05 05:57:24,101.55,Target,1492,Not Fraudulent
5514,2023-11-09 19:07:15,67.27,Gas Station,1821,Not Fraudulent
5515,2023-12-16 19:35:03,149.32,Target,2309,Not Fraudulent
5516,2023-10-18 13:36:07,97.72,Amazon,1640,Not Fraudulent
5517,2023-10-09 12:44:29,160.16,Best Buy,7585,Not Fraudulent
5518,2023-12-12 04:36:05,62.71,Walmart,5437,Not Fraudulent
5519,2023-09-03 05:46:12,85.11,Best Buy,9589,Not Fraudulent
5520,2023-12-17 06:59:36,50.89,Starbucks,7647,Not Fraudulent
5521,2023-12-24 15:00:00,33.91,Amazon,2656,Not Fraudulent
5522,2023-05-30 12:46:44,108.17,Walmart,6469,Not Fraudulent
5523,2023-10-24 18:48:56,68.75,Amazon,3549,Not Fraudulent
5524,2023-08-21 23:16:06,62.91,Starbucks,9778,Not Fraudulent
5525,2023-01-06 17:50:21,106.81,Walmart,9631,Not Fraudulent
5526,2023-09-17 00:03:19,47.03,Amazon,4415,Not Fraudulent
5527,2023-12-04 08:07:09,95.95,Target,1986,Not Fraudulent
5528,2023-12-28 13:24:44,73.77,Best Buy,9762,Not Fraudulent
5529,2023-03-15 02:04:51,191.91,Gas Station,3768,Not Fraudulent
5530,2023-08-27 16:52:20,58.2,Walmart,9546,Not Fraudulent
5531,2023-10-18 15:21:41,32.04,Starbucks,5322,Not Fraudulent
5532,2023-07-11 23:30:15,72.33,Starbucks,9827,Not Fraudulent
5533,2023-06-10 13:00:05,107.74,Amazon,7823,Not Fraudulent
5534,2023-10-22 05:11:30,56.11,Target,4522,Not Fraudulent
5535,2023-06-02 08:32:49,72.27,Amazon,3168,Not Fraudulent
5536,2023-03-04 19:36:20,36.21,Gas Station,5965,Not Fraudulent
5537,2023-03-01 18:01:27,57.64,Amazon,6242,Not Fraudulent
5538,2023-09-21 14:12:10,116.97,Starbucks,9624,Not Fraudulent
5539,2023-06-16 13:18:22,144.34,Walmart,4648,Not Fraudulent
5540,2023-05-29 01:44:10,119.85,Walmart,5785,Not Fraudulent
5541,2023-06-22 17:12:42,148.15,Amazon,5492,Not Fraudulent
5542,2023-11-18 06:54:23,96.01,Walmart,2686,Not Fraudulent
5543,2023-10-14 02:55:39,132.24,Walmart,6189,Not Fraudulent
5544,2023-10-07 21:18:20,120.23,Walmart,6506,Not Fraudulent
5545,2023-09-07 16:36:38,98.94,Target,9346,Not Fraudulent
5546,2023-10-18 20:18:33,-21.91,Walmart,1557,Not Fraudulent
5547,2023-03-25 08:55:20,91.71,Walmart,4802,Not Fraudulent
5548,2023-04-09 03:19:20,146.12,Starbucks,5774,Not Fraudulent
5549,2023-01-25 12:46:22,59.73,Starbucks,7907,Not Fraudulent
5550,2023-09-30 06:23:04,190.88,Amazon,8094,Not Fraudulent
5551,2023-12-29 05:35:15,141.33,Starbucks,7128,Not Fraudulent
5552,2023-03-03 11:15:41,175.93,Walmart,9953,Not Fraudulent
5553,2023-12-19 20:16:21,188.17,Target,1537,Not Fraudulent
5554,2023-08-09 19:06:19,-5.03,Target,8817,Not Fraudulent
5555,2023-01-01 20:40:54,147.87,Best Buy,1498,Not Fraudulent
5556,2023-04-27 19:44:24,112.39,Starbucks,2345,Not Fraudulent
5557,2023-12-20 19:56:14,159.13,Starbucks,4213,Not Fraudulent
5558,2023-10-18 19:53:11,148.93,Gas Station,7722,Not Fraudulent
5559,2023-03-13 16:26:17,71.34,Gas Station,3494,Not Fraudulent
5560,2023-02-08 08:22:23,50.78,Starbucks,4962,Not Fraudulent
5561,2023-03-01 21:27:29,50.29,Walmart,7355,Not Fraudulent
5562,2023-04-08 04:53:16,108.47,Gas Station,5980,Not Fraudulent
5563,2023-03-10 11:53:04,53.41,Gas Station,5023,Not Fraudulent
5564,2023-06-04 12:59:10,52.28,Starbucks,8919,Not Fraudulent
5565,2023-04-10 15:45:39,69.37,Target,6298,Not Fraudulent
5566,2023-07-22 13:45:30,116.32,Starbucks,6731,Not Fraudulent
5567,2023-12-17 14:55:40,59.92,Target,5232,Not Fraudulent
5568,2023-09-08 10:36:10,152.43,Walmart,5952,Not Fraudulent
5569,2023-06-13 13:40:53,60.92,Best Buy,5937,Not Fraudulent
5570,2023-05-05 10:38:17,168.37,Gas Station,4021,Not Fraudulent
5571,2023-07-29 02:58:16,48.93,Best Buy,7650,Not Fraudulent
5572,2023-10-10 20:14:42,89.95,Amazon,5079,Not Fraudulent
5573,2023-06-14 19:10:07,105.13,Walmart,5769,Not Fraudulent
5574,2023-07-10 11:42:27,51.82,Target,4497,Not Fraudulent
5575,2023-06-30 05:42:01,63.27,Walmart,3187,Not Fraudulent
5576,2023-02-16 14:10:10,112.34,Gas Station,7704,Not Fraudulent
5577,2023-04-08 09:41:13,439.25,Gas Station,6716,Fraudulent
5578,2023-08-24 01:20:40,71.64,Target,1819,Not Fraudulent
5579,2023-05-03 09:08:24,79.16,Best Buy,7000,Not Fraudulent
5580,2023-04-10 19:29:51,109.14,Target,8594,Not Fraudulent
5581,2023-04-09 00:59:56,58.03,Walmart,2771,Not Fraudulent
5582,2023-10-08 06:38:17,183.17,Amazon,3143,Not Fraudulent
5583,2023-04-21 15:26:11,5.82,Best Buy,3417,Not Fraudulent
5584,2023-05-26 19:07:35,101.95,Best Buy,3431,Not Fraudulent
5585,2023-08-25 02:13:58,92.56,Gas Station,4512,Not Fraudulent
5586,2023-07-19 13:26:37,82.19,Gas Station,6871,Not Fraudulent
5587,2023-01-10 01:17:53,29.93,Amazon,1534,Not Fraudulent
5588,2023-07-14 03:48:45,130.99,Target,1065,Not Fraudulent
5589,2023-09-08 22:35:00,16.42,Walmart,4052,Not Fraudulent
5590,2023-07-19 12:24:40,126.1,Starbucks,1023,Not Fraudulent
5591,2023-07-15 00:07:29,94.86,Gas Station,2023,Not Fraudulent
5592,2023-03-20 20:03:20,73.05,Amazon,2170,Not Fraudulent
5593,2023-06-13 20:11:11,36.08,Starbucks,7606,Not Fraudulent
5594,2023-04-16 17:34:43,63.93,Walmart,6711,Not Fraudulent
5595,2023-10-11 21:28:05,-17.57,Target,5472,Not Fraudulent
5596,2023-09-12 19:35:21,130.86,Walmart,2990,Not Fraudulent
5597,2023-10-23 15:52:24,106.9,Walmart,9902,Not Fraudulent
5598,2023-06-07 22:29:34,125.63,Target,5009,Not Fraudulent
5599,2023-10-08 12:58:29,39.94,Amazon,7353,Not Fraudulent
5600,2023-01-15 01:53:03,70.18,Target,4544,Not Fraudulent
5601,2023-01-09 08:56:04,129.76,Walmart,4463,Not Fraudulent
5602,2023-06-10 23:23:28,111.7,Starbucks,5610,Not Fraudulent
5603,2023-08-04 18:03:20,155.03,Gas Station,4767,Not Fraudulent
5604,2023-02-03 06:15:14,121.24,Starbucks,6545,Not Fraudulent
5605,2023-11-07 01:01:51,116.86,Amazon,3018,Not Fraudulent
5606,2023-04-19 01:29:59,106.95,Amazon,6036,Not Fraudulent
5607,2023-10-04 16:43:40,170.3,Amazon,4186,Not Fraudulent
5608,2023-11-12 03:02:12,76.08,Gas Station,9621,Not Fraudulent
5609,2023-01-10 21:12:49,67.75,Gas Station,1158,Not Fraudulent
5610,2023-01-12 09:15:03,100.66,Starbucks,4791,Not Fraudulent
5611,2023-07-11 09:25:04,98.13,Amazon,2047,Not Fraudulent
5612,2023-09-21 14:11:05,87.82,Starbucks,4906,Not Fraudulent
5613,2023-11-11 11:38:34,143.97,Walmart,3759,Not Fraudulent
5614,2023-06-01 11:12:13,119.36,Best Buy,3314,Not Fraudulent
5615,2023-07-27 04:50:04,74.79,Walmart,6175,Not Fraudulent
5616,2023-05-16 19:15:40,207.89,Starbucks,4398,Not Fraudulent
5617,2023-08-02 07:49:13,71.54,Target,2777,Not Fraudulent
5618,2023-07-03 05:01:39,129.45,Gas Station,9753,Not Fraudulent
5619,2023-07-23 11:20:13,57.4,Amazon,4734,Not Fraudulent
5620,2023-06-22 18:48:36,72.97,Amazon,7743,Not Fraudulent
5621,2023-08-04 21:13:04,82.44,Starbucks,6883,Not Fraudulent
5622,2023-10-16 23:25:48,192.96,Starbucks,3541,Not Fraudulent
5623,2023-10-12 16:30:01,105.36,Gas Station,6227,Not Fraudulent
5624,2023-10-01 04:40:07,109.41,Target,4221,Not Fraudulent
5625,2023-12-16 11:14:37,28.06,Starbucks,4167,Not Fraudulent
5626,2023-07-04 10:24:43,111.39,Target,6450,Not Fraudulent
5627,2023-08-13 12:52:43,48.49,Starbucks,7619,Not Fraudulent
5628,2023-03-13 20:29:44,66.19,Best Buy,4773,Not Fraudulent
5629,2023-11-10 02:12:34,122.2,Starbucks,5484,Not Fraudulent
5630,2023-08-17 00:33:01,76.44,Best Buy,1672,Not Fraudulent
5631,2023-10-21 02:54:59,175.67,Walmart,4757,Not Fraudulent
5632,2023-01-10 16:55:25,164.6,Best Buy,4880,Not Fraudulent
5633,2023-08-24 19:11:35,109.25,Amazon,6133,Not Fraudulent
5634,2023-05-19 03:48:05,103.62,Amazon,7065,Not Fraudulent
5635,2023-03-23 15:39:11,90.95,Gas Station,8080,Not Fraudulent
5636,2023-04-30 13:28:48,116.19,Amazon,1043,Not Fraudulent
5637,2023-06-17 03:55:15,123.5,Amazon,3251,Not Fraudulent
5638,2023-01-26 21:32:56,87.28,Best Buy,7493,Not Fraudulent
5639,2023-03-27 03:08:12,41.79,Starbucks,6143,Not Fraudulent
5640,2023-02-07 19:46:25,112.84,Gas Station,2598,Not Fraudulent
5641,2023-03-06 04:48:35,108.84,Target,1836,Not Fraudulent
5642,2023-11-03 03:38:23,66.29,Gas Station,1719,Not Fraudulent
5643,2023-08-24 11:30:24,863.39,Amazon,2021,Fraudulent
5644,2023-06-25 23:43:25,59.16,Gas Station,8678,Not Fraudulent
5645,2023-09-02 05:33:38,130.13,Target,5463,Not Fraudulent
5646,2023-02-19 23:42:51,107.86,Amazon,7355,Not Fraudulent
5647,2023-12-29 17:25:26,109.24,Gas Station,3711,Not Fraudulent
5648,2023-07-13 01:22:19,136.23,Amazon,3809,Not Fraudulent
5649,2023-05-03 14:02:49,209.58,Walmart,9340,Not Fraudulent
5650,2023-11-25 13:30:24,101.98,Gas Station,9000,Not Fraudulent
5651,2023-06-20 23:12:44,129.43,Walmart,4542,Not Fraudulent
5652,2023-12-01 00:49:50,154.31,Walmart,3151,Not Fraudulent
5653,2023-09-27 20:08:20,95.33,Starbucks,9705,Not Fraudulent
5654,2023-03-02 00:20:01,144.87,Amazon,8155,Not Fraudulent
5655,2023-07-09 19:23:24,162.73,Gas Station,6660,Not Fraudulent
5656,2023-10-31 21:24:19,100.62,Best Buy,5919,Not Fraudulent
5657,2023-11-25 06:57:18,242.09,Amazon,9587,Not Fraudulent
5658,2023-04-09 00:13:08,12.64,Walmart,8611,Not Fraudulent
5659,2023-07-10 18:48:01,61.36,Walmart,9981,Not Fraudulent
5660,2023-05-13 11:39:55,41.76,Best Buy,6274,Not Fraudulent
5661,2023-10-03 12:36:38,157.44,Walmart,9978,Not Fraudulent
5662,2023-07-23 20:54:52,113.92,Starbucks,7517,Not Fraudulent
5663,2023-10-08 22:22:54,62.56,Walmart,8523,Not Fraudulent
5664,2023-11-07 21:10:47,139.94,Gas Station,5647,Not Fraudulent
